review,score,aplikasi
oke,4,Tokopedia
memang sering error..tapi memang msh tempat favorit berbelanja online..aman,5,Tokopedia
"Bejol paling Favorit, Ongkir O.. bahkan Grab Gojek pun Murah Lho",5,Tokopedia
"saya kasih bintang 3 dulu ya, soalnya pas saya order barang sudah seminggu kok langsung di cencel orderan saya, dan juga chat saya di toko y lama respon y...",3,Tokopedia
ok,5,Tokopedia
manajemen Tokopedia 👍,5,Tokopedia
Good marketplace,5,Tokopedia
mantap,5,Tokopedia
"Sejak Tokopedia kerjasama dengan Tik Tok, proses refund dana ke Bank, jadi lama.. Sebelumnya proses refund kurang dari 5 menit.. Kemudahan selalu dirasa oleh penjual maupun pembeli.. Jadi enggan berbelanja di Tokopedia, rasanya mau pindah ke Shopee..",1,Tokopedia
good,5,Tokopedia
belanja makin mudah dan praktis 👍,5,Tokopedia
sudah lma gk buka akun tokped tiba² di nonaktifkn😡,1,Tokopedia
"Sangat tidak memuaskan, proses tarik saldo lama, potongan besar, kampret emang. Auto Uninstall APLIKASI LAKNAT!!",1,Tokopedia
mantap,5,Tokopedia
"Dulu Tokopedia ok sekarang Saya kapok belanja di tokopedia, barang di prosesnya lama klau di batalin uang tidak kembali full, beda sama Aplikasi LAZADA barang di prosesnya cepat klau di batalin uang kembali full",1,Tokopedia
bagus,5,Tokopedia
respon baik,5,Tokopedia
"mau cari barang malah ""timeout"" mulu kamprett...padahal koneksi baik",1,Tokopedia
👍👍👍,5,Tokopedia
masih suka error dimana-mana. di buka toko 😄,1,Tokopedia
ok.👍,5,Tokopedia
Bagus,5,Tokopedia
"Tolong Developer aplikasi yang terhormat tolong versi android jangan di tambah yang ditambah kualitasnya saja,. Soalnya kasihan sama yang berandroid ram kecil, terima kasih bantuannya , sukses terus tokopedia ,. Tuhan memberkati,,,",5,Tokopedia
tambah kesini pengguna semakin dirugikan. ngga peduli dengan tanggapan kami. mereka cuma perduliin keuntungan mereka saja,1,Tokopedia
Mantap,5,Tokopedia
pelayan dari dulu jelek trus di tiktok shop pun sama tiktok shop aja pengemblian dana smpe 5 hari dasar bodoh,1,Tokopedia
ongkir mahal..,1,Tokopedia
tidak ada fitur chat custumer servis. barang lama di expedisi gk bisa dihubungi pihak ekpedisi. gk ada bantuan costumer service . .,1,Tokopedia
"semenjak tidod shop join toped, notifikasi jebol terus. spam notif dengan logo keranjang titod, bukan logo toped asli. sudah off-kan notif di pengaturan dalam aplikasi. tapi notif masih banyak dan jebol. big ""L"" untuk aplikasi Tokopedia.",2,Tokopedia
Alhamdulillah udah langganan belanja online dtokopedia terimakasih atas pelayanan nya yg baik,5,Tokopedia
"barang sesuai ,mudah untuk belanja",5,Tokopedia
kenapa sih fitur cod nya selalu bertingkah? kata toko fitur cod nya GK dimatiin tapi giliran mau milih cod malah GK bisa,3,Tokopedia
"Mantap,.👍🙏",5,Tokopedia
"pesan instant/sameday lewat aplikasi ini selalu tidak akurat titik pengantarannya,aplikasi terburuk pokoknya. 👎🏻",1,Tokopedia
"bagus, cocok",5,Tokopedia
mudah untuk. mencari barang yg kita butuhkan,5,Tokopedia
gila ongkir nya mahal dari pada pesan setengah harga gue copot aja aplikasi ini 🤛🤛🤛,2,Tokopedia
"tokoed terbaik, ku kira barang yg tdk terkirim selama seminggu lebih udh hangus, ga tau nya ada notif di dana pengembslian saldo, emang the best tokped. padahal aku udh ikhls tu saldo, ternyta kembali dgn srndiriny,, klo ada fitur ss di playstor udh ku post buat bukti ke publik. thnks tokped",5,Tokopedia
saya pengguna Tokopedia sejak 2023 dan saya benar-benar kewewa dengan aplikasi ini karena refund sangat sulit. Tokopedia Care tidak membantu sama sekali.,1,Tokopedia
"Pelayanan tokonya bagus, tp pelayan expedisinya sangat buruk, tokopedia harus ada pilihan expedisi atau membuat expedisi sendiri seperti shopee, agar mutu pelayanan expedisinya bisa di kontrol",4,Tokopedia
"batal otomatis sampai 5 hari .SANGAT LAMA..pesen tgl 20 - 11 ... batal otomatis tanggal 25 ...tanggal 23 masih BLOM dikirim .... KENAPA aplikasi TOKO ONLINE yg ada di INDONESIA,,Hampir semua,,makin lama makin TIDAK TAMBAH SEMPURNA ....😂😂😂😂😂😂",1,Tokopedia
"kenapa toped sekarang SANGAT LEMOT, sering masalah aplikasinya, untuk pilih barang aja lemotnya mnt ampun, padahal sy pake hp chipset dimensity 8300 ultra.",2,Tokopedia
gopaylater tidak bisa di gunakan..,1,Tokopedia
pelayanan keren,5,Tokopedia
memudahkan,5,Tokopedia
"Makin kesini makin lemot ni aplikasi!! ngeselin bener scroll aja ampe patah"" padahal HP dengan RAM 12/512, kebanyakan masukin sampah!",1,Tokopedia
udah bagus banget banyak diskon cuma pas pembayaran gopay nge lag padahal sinyal bagus setelah gagal pembayaran harga malah naik tolong diperbaiki secepatnya,3,Tokopedia
sanggat vaik,5,Tokopedia
terbaik,5,Tokopedia
"masih banyak akun penjual abal"" dan pihak toped tidak tegas",1,Tokopedia
"ini serius sekarang pembelian, pembayaran pakai gopaylater dan saldo/saldo ewallet nggk bisa di gabung?",3,Tokopedia
agak ribet si menurut sy trs mahal2,3,Tokopedia
brntar bentar update. kslo lg butuh cepet BT banget surih update. lama,5,Tokopedia
Coba dulu,5,Tokopedia
mantap,5,Tokopedia
"makin kesini tokped ngerugiin penjual, ongkir dikenakan ke pembeli 31rb tapi ke penjual 4% dari harga jual , jual barang harga 3jt itung sendiri potongan ongkirnya bisa 120rb padahal tokped bayar ongkir cuma 31rb, penjual harus mark up besar kalau di tokped soalnya rugi kalau jual barang yang pricey",2,Tokopedia
respon cepat,5,Tokopedia
Tokopedia tidak bagus tidak ada pertanggung jawabannya terhadap customer cs agent Tokopedia selalu bilang mohon menunggu beberapa hari sedangkan barang yang saya pesan dari tgl 25 Oktober 2025 sampai 23 November 2025 belum ada refund saldo sangat disarankan untuk tidak mendownload aplikasi Tokopedia,1,Tokopedia
Tokopedia aman lcepat dan selalu yg terbaik,5,Tokopedia
baik,5,Tokopedia
"pindah kesini karena kalo beli alat elektronik rata rata penjualnya amanah,,, gk kayak toko oren, bnyak oknum yg memalsukan produknya, kemaren saya beli kartu sd 256gb ternyata kapasitas aslinya 8gb,,,",5,Tokopedia
Susah di buka ngeleg terus,1,Tokopedia
amazing,5,Tokopedia
good,5,Tokopedia
"Sejak uninstal aplikasi toped, dn saya hapus toko ku secara permanen. Saya sering di spam telp dari cs yg mengatasnamakn toped dn tiktok shop",1,Tokopedia
moga amanah,5,Tokopedia
mantap,5,Tokopedia
"seneng banget,bnyk diskon nya😍😍",5,Tokopedia
makin hari makin lemot. untuk pilihan pembayaran butuh waktu lama untuk memilih cara pembayaran lainnya,4,Tokopedia
"Mau nyari barang malah error terus koneksi time out coba lagi, hadeuh...dikira lagi main voli apa, time out melulu?",1,Tokopedia
"ini kenapa semakin di update makin jelek aja aplikasinya, makin tambah berat dan makan memori, harus hapus data mulu",1,Tokopedia
this app keep SPAMMING me order being Sent while i don't order anything lately!!!,1,Tokopedia
aplikasi online mempermudah dalamberbelaja Kren banget,4,Tokopedia
keren,5,Tokopedia
"Dari sejak pertama kenal belanja online, cuma tokped yg sy percaya buat belanja hingga saat ini, kedua tiktok,Krn belanja livenya lbh murah bnyk discount. Slain kedua aplikasi belanja itu tdk ada di hp sy.",5,Tokopedia
tiap mau CO selalu blank di menu pembayaran.. tolong diperbaiki,2,Tokopedia
banyakin voucher top up game seperti mlbb & ff battlegrounds kalau mau bersaing dgn apk oren,5,Tokopedia
Mantap,5,Tokopedia
JANGAN PAKAI APLIKASI INI TIDAK BERTANGGUNG JAWAB DAN PENJUAL BANYAK TUKANG TIPU ENTAH PERMAINAN ATAU BUKAN BUKTINYA BISA MERESET APLIKASI TOKPED,1,Tokopedia
proses cepat,5,Tokopedia
kebanyakan tidak bisa bayar cod aktivasi payleter susah saya nanti tambah bintang kalau sudah benar-benar mempermudah belanja online kayak toko shoppe pay,2,Tokopedia
aplikasi nya bagus,5,Tokopedia
ok,5,Tokopedia
"3 bintang dulu ya,,,",3,Tokopedia
"tokped udh tutup ya? sy punya 1 pesanan komplain, udh 16 hr gk jelas solusinya. Udh ke CS disuruh tunggu hasil pusat resolusi tp di pusat resolusi gk ad kejelasannya. Masa penanganan komplain bs 2 minggu. Lu kl mo tutup mendingan tutup drpd lu ngerugiin org. Dana sy 127.000 msh di lu.",1,Tokopedia
Deskripsi penjual kadang tidak sesuai dengan hasil.,4,Tokopedia
mantap,5,Tokopedia
"Kenapa tokopedia mulai berat saat dibuka, lama sekali untuk mengaksesnya",1,Tokopedia
"Mohon di review kembali untuk seller yang menawarkan harga murah tapi ujung ujungnya batal otomatis, sudah tertera gratis ongkir tapi anehnya seller chart whattup minta buka tautan pilihan kurir pengiriman barangnya, dapat nomor verifikasi tapi ngga bisa masuk dengan alasan nomor salah",5,Tokopedia
ok,5,Tokopedia
Sekarang aplikasinya lemot dan ada beberapa sistem yg berubah. sistem yg lebih ngenakin pedagang daripada pembeli.,1,Tokopedia
ekspedisi jnt jangan dipakai lg ekspedisi lemot malah bikin customer kecewa,1,Tokopedia
selama sy Berbelanja di Tokopedia ini semua Amanah 👍👍👍👍👍,5,Tokopedia
hati hati belanja disini. uank saya gak kembali. pesanan di batalkan sistem. pdagal sebelumnya sudah dlm pengiriman tp tiba tiba batal. uanknya yang balik tidak utuh. jng belanja disini ya bnyak penipuannya.,1,Tokopedia
trmksih ya bantu saya,5,Tokopedia
aplikasi sampah.,1,Tokopedia
Ongkir keren kwalitas bagus mantap,5,Tokopedia
"PENGIRIMAN LELET, GAK ADA SOLUSI PERCEPATAN PENGIRIMAN..",2,Tokopedia
mau tautin gopay gagal mulu,1,Tokopedia
terima kasih,5,Tokopedia
Pengembalian dana sangat mudah 8 pertanyaan untuk validitas mestinya 100 pertanyan biar kliatan berguna wkwkw eh skrng ngalamin lagi 13/12/2025 pengembalian Dana nunggu 14 hari padahal penjualnya emng niat menipu ternyata melindungi penipu dengan aturan lanjutin ya jangan ada perbaikan,1,Tokopedia
sangat baik,5,Tokopedia
Goodd,4,Tokopedia
Wow,5,Tokopedia
"apk terburuk yg saya punya , kurir gk mau nganter respon lama hadeh , beda bgt dgn shope apk sampah emang , buat Tokopedia gk usah kerjasama dgn jnt bikin emosi aja lihat kurir nya , mendingan JNE atau spx lebih amanah dan tanggung jawab , tolong perbaiki cs sangat buruk bkn membantu mlh perburuk wkwkk dahlah capek",1,Tokopedia
komplain nya udah 3 minggu gk kelar kelar,1,Tokopedia
"Ongkirnya mahal2, jarang dapet gratis ongkir. tuh tetangga sebelah hampir selalu dapat gratis ongkir.",1,Tokopedia
harga checkout kok berubah,1,Tokopedia
"saya suka langgana belanja di Tokopedia,... yg tidak suka ribet ada update aplikasi segala",4,Tokopedia
ok,5,Tokopedia
Oke,5,Tokopedia
"marketplace sebesar Tokopedia tidak bisa memberikan pelayanan yang terbaik ke pembeli dan penjual, barang yg sudah dibeli hampir 1 bulan belum juga diterima, sudah komplain baik ke pihak ekspedisi maupun ke Tokopedia, belum ada titik terangnya, sudah hampir 1 bulan dan hanya disuruh menunggu proses investigasi",1,Tokopedia
LAMBAT,1,Tokopedia
ingin belanja mudah tanpa ribet,5,Tokopedia
menarik,5,Tokopedia
suka ilang barang yang di keranjang,4,Tokopedia
Maaf saya rubah jadi bintang 1 krn iklan tokped terlalu mengganggu. iklan tokped terlalu banyak di aplikasi lain.,1,Tokopedia
"untung ada toko oren, lg urgen2nya. beli paket data ""system bermasalah"". mau belanja buat alamat baru "" tidak ditemukan lokasi"" padahal pilihan klik ada lokasinya. smenjak kolab tiktok, karyawan di phk, semua yg kerja robot. andai ditipu ikhlas saja sudah. mending fokus ke salah satu saja untuk tokped. tiktok atau tokped",1,Tokopedia
mantap,5,Tokopedia
"saya sekarang tidak merekomendasikan kalo mau beli di marketplace Tokopedia karena saya dirugikan dari barang lcd saya beli di Tokopedia barang rusak saya pengembalian dana ajukan pengembalian dana malah tokopedia mengembalikan dananya alias uang saya ke penjual yang jelas jelas penipuan,jadi saya rugi barang dan uang juga tapi Tokopedia tidak sama sekali kasih kompensasi sama sekali saya sangat amat kecewa kalo bisa jangan pakai Tokopedia lagi karena aplikasi penipu.😡😡😡",1,Tokopedia
"Pilihan lain berbelanja selain di toko dan mall, lengkap pilihannya, tetapi sayang sekali sekarang sudah jarang gratis ongkir dan harus langganan, tidak seperti toko online lainnya",4,Tokopedia
saya sangat kecewa karena tidak bisa cod untuk developer tolong dibanyakin cod nya pliss,1,Tokopedia
sangat menarik untuk bekerja,5,Tokopedia
"Woi... TOKOPEDIA... KASIH PILIHAN KURIR SAMA PALANGGAN, AGAR PELANGGAN BISA PAKAI KURIR YANG SESUAI KEINGINAN PELANGGAN, KURIR BERMOTTO EXPRESS, TETAPI KENYATAAN LAMBAT. CARA MU MEMBUAT RANTING APP MU JADI JELEK",1,Tokopedia
good,5,Tokopedia
cepat sekali,5,Tokopedia
"mantul, membantu pisan",5,Tokopedia
"buat chat penjual ngelag, buat ulas produk ngelag, dan sering muncul kata ""ada gangguan di rumah tokped"". mohon diperbaiki segera. terima kasih🙏",3,Tokopedia
"mau beli suatu produk di aplikasi langsung ga bisa, padahal dulu bisa, disuruh ke web, tapi di web ga bisa pake semua vocer, bahkan vocer gratis ongkir pun ga bisa, aneh !!!!! klo mau nyuruh buyer beli pake web, kasih juga semua vocer2 nya, aktifin, jangan cuma bisa aktif klo lewat aplikasi, sedangkan di aplikas ga bisa keluar barang nya, gimana sih mau nya, ga jelaa banget !!!! eneg banget gw lama2 ama ni toko, ga ada bagus2 nya !!! ga pernah sadar diri dan ga pernah mau upgrade aplikasi !!!!!",1,Tokopedia
Gangguan di rumah Tokped,4,Tokopedia
sangat baik,5,Tokopedia
puas,5,Tokopedia
baik,5,Tokopedia
harga kadang mahal gak sesuai dengan diskon,3,Tokopedia
mantapp,5,Tokopedia
saya senang belanja di toko pedia,5,Tokopedia
sangat bangus dan amanah kurirnya ramah dan sesuai dengan pesananya,5,Tokopedia
ok,5,Tokopedia
"Tolong banget kalau update jangan ganti letak icon dll, kita jadi bingung mau cari ini itu soalnya pindah, saya mau cari saldo tokopedia untuk penarikan dana harus buka semua icon, karna tidak muncul di halaman profil lagi...",2,Tokopedia
bagus,5,Tokopedia
"parah si Tokopedia penarikan saldo Refund sudah 4 hari belom di cairkan ke saldo gopay, padahal keterangan 1x24 jam ini sudah lebih dari 1x24 jam masih tahap pengecekan parah si",1,Tokopedia
semoga sukses selalu untuk selamanya.,5,Tokopedia
Tokopedia update terbaru payah. pengguna baru yang di papua ga bisa masukkan alamat dan otomatis menemukan alamat di jakarta.,2,Tokopedia
"Bagus,cocok sekali, toped mantap pokoknya..",5,Tokopedia
Produknya cukup bagus,5,Tokopedia
bagus,5,Tokopedia
Sebagai pengguna tokped sekarang buka aplikasi aja lemot tidak seperti dulu.,1,Tokopedia
bagus,5,Tokopedia
bagus,5,Tokopedia
good aplikasi ny,5,Tokopedia
"Tokopedia akhir akhir ini kenapa ya Fitur fitur nya tidak bisa dibuka contoh seperti ketika ingin mengubah metode pembayaran dibuka lihat semua tidak bisa ingin membuka riwayat komplain juga tidak bisa ingin membuka Tokopedia later juga tidak bisa saya kira karena belum update, ternyta setelah di update tetap saja tidak bisa sebenarnya ada apa dengan Tokopedia ini",2,Tokopedia
mantap,3,Tokopedia
"gampang , mudah berbelanja",5,Tokopedia
gak Ada layanan Codnya gimana mau pesen jangan persulit rakyat kecil tolong d perbaekin lagi sistem codny dibuka,1,Tokopedia
"status barang sudah sampai tapi saya tidak menerima barang nya, Tokopedia gimana sih ....bahkan pihak andmin menolak pengajuan saya.....pihak Tokopedia tidak mau memberikan kompensasi atas hilangnya barang.....",1,Tokopedia
notif iklan dan promo dr toko gak jelas sangat mengganggu dan tidak bisa di disable,4,Tokopedia
mantap,5,Tokopedia
"aplikasi nya bagus, tapi yang sering bermasalah di penjualnya kadang di profil barang ada giliran sudah di bayar stok barangnya kosong",4,Tokopedia
"toko ""Monake Professional Store"" menipu proses return barang yg tidak sesuai pesanan, tokopedia tidak menyediakan fitur yg membantu mengatasi toko nakal ini, sementara saya kasih rating 1 sampai ada solusi dari tokopedia",5,Tokopedia
sangat bagus,5,Tokopedia
bagus,5,Tokopedia
mantap,5,Tokopedia
sangat baik,5,Tokopedia
"Lancar terus, selalu update",4,Tokopedia
"estimasi terlama pesanan saya tiba tanggal 9 des 25 dan sampai tanggal 17 des 25, Tokopedia care tidak mengabarkan apapun kalau tidak saya chat duluan. tetiba PERTANGGAL 15 DES, ada notif bahwa barang TIBA DI TUJUAN. DASAR PEMBOHONG!!!!!!! SAYA CUMA DISURUH MENUNGGU. SAMPAI KAPAN ????!!!!!!!!!!!!!",1,Tokopedia
"ada gile2nya lu, baru juga mau bikin toko udah di nonaktifkan aje. gimane mau jualan? ribet bgt aplikasinya ga kayak yag sebelah.",1,Tokopedia
"skrg sdh cepat tapi mohon kembalikan menu home seperti dulu tanpa video otomatis, jika ingin nonton video kan sdh ada feed",3,Tokopedia
baik terimakasih,5,Tokopedia
bagus,5,Tokopedia
mantap,5,Tokopedia
"mending kalian pake aplikasi lain, aplikasi ini gaguna, masak barang yang dikirim kurang tapi gabisa mengajukan pengembalian, cs pun cuma mengandalkan Ai, pokoknya aplikasi paling sampah ya Tokopedia, demi Allah nyesel saya belanja disini buang2 duit. dan satu lagi jangan belanja di akun DUNIA SHOP karna itu penipuan Penting untuk kalian tau agar ga rugi kayak saya!!",1,Tokopedia
sangat bagus sekali saya suka belanja d sini,5,Tokopedia
"pembaruan mulu,notif selalu lambat,pembaruan teruusssssssssss..parah woiy...",2,Tokopedia
"semenjak gabung sama tiktok dan bukan Indonesia lagi petingginya pelayanannya busuk banget. chat CS yang bales AI mana gak nyambung setidaknya dulu meskipun lama tapi manusia asli jadi ya problem bisa terselesaikan, itulah beda nya AI Ama manusia sebodoh-bodohnya manusia masih bisa mikir. trus sekarang gak bisa komplain lagi, kalopun komplain diarahin ke FAq yang tidak update itu",1,Tokopedia
Tokopedia melindungi penipu. sudah diberi bukti gambar dari penjual tapi tetap. Tokopedia tidak peduli padahal yg membuka segel adalah penjual. gimana kami melampirkan bukti tanpa segel. yg dikirim pun bukan yg ditawarkan/nipu dan barang rusak tetapi Tokopedia tetap tidak peduli mungkin ditokopedia banyak penipu yg dilindungi Tokopedia.,1,Tokopedia
"mending ke toko oren aja, w pertama beli barang disini dibatalin tokonya, dana refund nya gak balik² ya gak seberapa sih cuma 90k cuma penangananya dan sistemnya gak jelas. udah w chat juga berkali² masih disuruh nunggu. mending shoppe 1x24jam gak usah dichat udah beres!",1,Tokopedia
sangat membantu,5,Tokopedia
"gila memang saya g mau barangnya, ttp d krim penjual, saya blg k tokped batalkan aja pengiriman ny sy g mau barang yang lain, e malah ttp d krim, saya ajukan pengembalian langsung ttp sy yg rugi masih ada tagihan yang barang ny SDH d kembalikan , sy g nrima barang tapi saya ttp di tagih",1,Tokopedia
luar biasa BS mudah dan terbantu,5,Tokopedia
top up tap cash kadang suka gk masuk aneh bgt bukan sekali 2 kali tpi di saya berkali kali udah saldo saya untuk top up berkurang tpi di tap cash nya gk masuk dana nya setiap saya complain perihal ini selalu slow respon,1,Tokopedia
Verry 😍,5,Tokopedia
jika kena tipu di aplikasi ini ga ada respon buat pelanggan. ga akan beli disini lagi,1,Tokopedia
mantap,5,Tokopedia
lemootttt,2,Tokopedia
"yang potongannya paling kecil cuma jualan di Tokopedia & gak pernah tipu campaign kayak TOH SLOT TOH DEALS (barang ga kejual, potongan biaya promosi 3jutaan), merging dengan tiktok, potongannya menggila, setelah pergi baru tahu rasanya kehilangan :'(",5,Tokopedia
"katanya diskon 40% buat pengguna baru, pas uda login ga ada diskonnya. dapet diskon 20% tapi itu tetep harga normal barangnya segitu",1,Tokopedia
sangat memuaskan,5,Tokopedia
ok,5,Tokopedia
pengirim estimasinya lambat banhet kyk siput lagi makan habis itu tidak dikirim kirim gal jelas tokped lama kelamaan,2,Tokopedia
"Semakin tidak nyaman posting produk harus terintegrasi ke tiktok shop, butuh 2-5 hari verifikasi data toko sedangkan kita hanya jual sesaat saja proses nya sangat tidak efisien.",1,Tokopedia
bagus,5,Tokopedia
"sangat lelet, loding lama",2,Tokopedia
Tokopedia paling top,5,Tokopedia
aplikasi yang it the best..👍🏻👍🏻👍🏻😁,5,Tokopedia
tokopedia memang mantap,5,Tokopedia
terbaik 👌,5,Tokopedia
"akun gak bisa di login, 3 akun tidak bisa login😔",1,Tokopedia
minim promo. makanya sepi . efeknya penjual jarang respon di sini ujung ujungnya cancel,2,Tokopedia
terimakasih,5,Tokopedia
oke,5,Tokopedia
"Makin kesini makin berat, banyak bug pula, buka dekskripsi produk aja kaga kebuka-buka (LOLA), Bahkan chat penjual dari halaman produk aja gabisa, padahal internet lancar, HP gak kentang. Mau beli aja ribet bikin males.",1,Tokopedia
sangat membantu,5,Tokopedia
"Toped yes, tiktok no",3,Tokopedia
LAPORAN PENGIRIMAN GAGAL TERUS.. PADAHAL ALAMAT DAN NO HP SAYA TERTERA JELAS.. KURIR TIDAK PERNAH MEMBALAS CHAT SAMA SEKALI. TOKO PENJUAL JUGA MELEMPAR TGG JWB KE BAG PENGIRIM AN.. JELEK SEKALI PELAYANAN NYA..,1,Tokopedia
"bolak balik install aplikasi, hubungi Tokopedia care, tidak ada respon sama sekali. dan tetap saja tidak bisa login..!?",1,Tokopedia
"parah ini aplikasi bertahun2 gua belanja di sini, sekali nya refund barang duit gua ga balik, penjual bikin SOP pengembalian barang se enak jidat, jelas jelas barang udah di balikin, duit gua ga balik, udah gak mau gua belanja di aplikasi ini lagi, penipuan barangg sudah di kembalikan duit gua gga balik, yg lain apus ajah aplikasi ini mending pindah ajah aplikasi olshop lain,",1,Tokopedia
memuaskan banget,5,Tokopedia
apk terbaik,5,Tokopedia
suka eror🙏🙏🙏,1,Tokopedia
"beli pertama normal, begitu ada diskon langsung hilang diskonnya pas co",1,Tokopedia
"sinyalnya kenceng, alasannya error terus",5,Tokopedia
sangat puas,3,Tokopedia
bagus,5,Tokopedia
harga terjangkau,5,Tokopedia
"Aplikasi Olshop terburuk, abis nyari produk trus klik kembali malah balik ke pilihan atas. Padahal dah scoll nyampe jauh ke bawah. Aplikasi sampah.",1,Tokopedia
Aplikasinya Looadingnya luamaa...sering error..gaNgguan dirumah tokped lah..dll,2,Tokopedia
kasih promo sendiri tapi waktu mau bayar lah kok harga normal aplikasi cacat,1,Tokopedia
sangat membantu.layanan online nya,5,Tokopedia
"CS tidak memberikan solusi thd permasalahan. Mendapat harga promo tp penjual tidak memproses pesanan, di chat malah menyarankan utk membatalkan pesanan dan melakukan pembelian kembali dg harga yg jauh lebih mahal. Pihak Toped pun tdk tegas thd penjual seperti ini dan cenderung tdk dpt membantu pembeli. Cape batin jadinya.",1,Tokopedia
makin kesini bunga nya ngeri cok tolong turunin lagi dong suku bunganya kka.,2,Tokopedia
mantab,5,Tokopedia
*KEREN..👍,5,Tokopedia
sangat membantu lebih banyak lagi promo nya kak,5,Tokopedia
CASHBACK DARI PEMBELIAN DISEBUT BONUS TETAPI BONUSNYA TIDAK BISA DIPAKAI PENUH. 66800. HANYA BISA DIPAKAI 1400. MASA AKTIF BONUS 3 BULAN. KEBOHONGAN APALAGI YANG KALIAN BUAT HI TOKOPEDIA????,1,Tokopedia
hapuskan biaya admin pengisian saldo e-money,5,Tokopedia
"akun saya di nonaktifkan, saya sudah chat tokopediacare dari 3 hari lalu sampe sekarang gada yg bales, tolong lah tanggung jawabnya pihak tokopedia",1,Tokopedia
"maaf untuk sekarang saya kasih bintang 3, tokopedia sekarang entah kenapa jadi super lemot mot banget tiap buka aplikasi bnyak gmbar yg tdk bs terbuka ga kaya dulu enteng banget",3,Tokopedia
ok,5,Tokopedia
update mulu,4,Tokopedia
okeh,5,Tokopedia
sangat membantu dan mantap,5,Tokopedia
Aplikasi nya makin tidak jelas.,1,Tokopedia
sya kecewa sekali kepada tokopedia yang meloloskan penipu untuk berjualan.... dan kenapa tidak laporkan saja ke polisi... Nama Toko penipunya adalah PRABUSTORE123,1,Tokopedia
udah ribuan kali klit TDK tertarik dn TDK ingin di rekomendasikan ttp aja ada produk yg TDK d sukai,1,Tokopedia
"Uang saya diambil tokopedia. Saya transaksi mau bayar gopaylater dari aplikasi tokopedia pada tgl 1 Desember sebesar 1.459.101 tp invoice transaksi tidak ada, dan sampai sekarang uang saya diambil mereka tanpa ada kejelasan,. bolak balik hubungi cs, lempar sana sini.",1,Tokopedia
good job,5,Tokopedia
Ga niat dipakai orang ini aplikasi. masa mau beli mau dibayar lah diskonnya hilang. Aneh,1,Tokopedia
"Kenapa semakin kesini, semakin menjiplak aplikasi toko oren. saya tidak suka aplikasi toko oren karena ada pop up mini video yang mengganggu, eh malah ditiru.. 🤦‍♂️💢",1,Tokopedia
ok,4,Tokopedia
"harga barang nya mahal mahal ya mana ongkir juga mahal barang tidak cukup satu kilo ongkir nya sampai 45 mahal nya parah dari beli online saya kira murah tau malah mahal dari pada toko toko yg ada di koto saya menyalah mahal nya🤣🤣mana kita bayar kurir lagi klau paket di angtar ke alamat kami apa tidak menyala mahal nya Biaya ongkir nya ko, tidak bisa cod ya",3,Tokopedia
sugan bener nyata 😁,5,Tokopedia
good,5,Tokopedia
belanja di sini bisa beli ipod apalagi murah yang lagian guncang satu satu,5,Tokopedia
👍🏽,4,Tokopedia
bangke lah jaringan eror jaringan eror. padahal pake aplikasi lain aja lancar. benerin tuh,1,Tokopedia
"jika transaksi kalian dengan seller bermasalah marketplace bisa menengahi masalah tersebut. TAPI BAGAIMANA JIKA MARKETPLACE NYA YANG BERMASALAH?? NILAI TRANSAKSI JUTAAN, GAK DI TERUSKAN KE PENJUAL, JUSTRU DI MANIPULASI, DI SABOTASE, DAN DANA NYA DI AMBIL PIHAK MARKETPLACE??? LALU BAGAIMANA DAN KEMANA KALIAN MENGADU. WASSALAM, IKHLASKAN. BEGITULAH KIRA2 TOKOPEDIA. MALING DAN PENIPU. BERHENTI TRANSAKSI LEWAT TOKOPEDIA ATAU KALIAN AKAN JADI KORBAN BERIKUTNYA ❗❗",1,Tokopedia
Tokopedia sudah bagus.. cuman alangkah baik nya fitur paylater nya bisa digunakan untuk pembelian pulsa dan paket data..jika itu bisa dilaksanakan . Tokopedia udah mantap..semoga bisa di wujudkan pihak Tokopedia nya,5,Tokopedia
bagus & mudah di pergunakan,4,Tokopedia
Mantap,5,Tokopedia
"update terbaru jelek disuruh update ulang alamat,tapi pas mau di update lokasi tidak terdeteksi😡 padahal ini aplikasi tokped favoritQ smua barang elektronik beli di tokped karna aman tapi knapa jadi kayak gini setelah update",1,Tokopedia
"ini saran saja untuk toko pedia layanan dan teknologi nya ketinggalan jaman kalah bersaing dengan platform lain yang memperhatikan perkembangan zaman, harga nya juga lebih mahal.",2,Tokopedia
gratis ongkirnya gak jelas gak kayak di toko oren,1,Tokopedia
"jangan beli apa² di Tokopedia, gw kena scam 3 juta....ga ada tanggapan sama sekali dari pihak Tokopedia smpe akun gw kena hack sma penjualnya",1,Tokopedia
"aplikasi busuk sering bug, menu chat lenjual maceet2, aduan komplain pesanan lambat tdk ada respon, hapus....!!!!",1,Tokopedia
paket tidak datang sama sekali,1,Tokopedia
dikit2 update kalo di update diskonnya gede mah gpp,5,Tokopedia
"main tahan saldo aja, parah cokk🔥",1,Tokopedia
kebanyakan notifikasi yg ga jelas hampir tiap per Setengah jam selalu ada jadi penuh sama notif dri tokped,1,Tokopedia
baru coba bagus ap gk...aplikasinya,4,Tokopedia
